,index,이름,제조회사,모델명,세부모델,가격,배기량,연식,색상,주행거리,변속기,연료,차종,압류/저당,구동방식,사고유무,전손이력,생산지,신차가격,감가상각률,감가상각액(1년),2023년(예상),2024년(예상),2025년(예상),2026년(예상),2027년(예상),2028년(예상),2029년(예상),2030년(예상),현재가_감가율적용,1년후_감가율적용,2년후_감가율적용,3년후_감가율적용,4년후_감가율적용,5년후_감가율적용,현재가치_잔존가치,1년후_잔존가치,2년후_잔존가치,3년후_잔존가치,4년후_잔존가치,5년후_잔존가치,현재가치_판매이득가치,1년후_판매이득가치,2년후_판매이득가치,3년후_판매이득가치,4년후_판매이득가치,5년후_판매이득가치
452,452,닛산 알티마 3.5 L33,닛산,알티마,알티마 5세대,920,3498,2013,쥐색,97719,자동,휘발유,중형차,0,전륜,0,0,외제차,4000,9.9,396,524,128,0,0,0,0,0,0,3604,3208,2812,2416,2020,1624,2916,2420,2000,1648,1360,1124,688,788,812,768,660,500
454,454,벤츠 GLC-클래스 X253 GLC300e 4MATIC,벤츠,GLC클래스,GLC클래스,6690,1991,2021,쥐색,11899,자동,하이브리드,SUV,0,4륜,0,0,외제차,8090,10.3,833,5857,5024,4191,3358,2525,1692,859,26,7257,6424,5591,4758,3925,3092,5898,4894,4045,3333,2751,2273,1359,1530,1546,1425,1174,819
456,456,쌍용 뉴 스타일 코란도 C 2.2 익스트림 2WD,쌍용,코란도,뉴 스타일 코란도,1320,2157,2017,흰색,71310,자동,경유,SUV,0,전륜,0,0,국산차,2650,8.5,225,1095,870,645,420,195,0,0,0,2425,2200,1975,1750,1525,1300,1921,1627,1373,1158,975,824,504,573,602,592,550,476
465,465,기아 올 뉴 쏘울 1.6 GDi 트렌디,기아,쏘울,올 뉴 쏘울 (13~16년),1250,1591,2016,흰색,65280,자동,휘발유,준중형차,0,전륜,0,0,국산차,2000,8.3,166,1084,918,752,586,420,254,88,0,1834,1668,1502,1336,1170,1004,1450,1228,1036,874,736,622,384,440,466,462,434,382
473,473,기아 올 뉴 K7 하이브리드 노블레스,기아,K7,올 뉴 K7 하이브리드 (16년~현재),2570,2359,2018,쥐색,51003,자동,하이브리드,대형차,0,전륜,0,0,국산차,3700,10.8,400,2170,1770,1370,970,570,170,0,0,3300,2900,2500,2100,1700,1300,2683,2272,1917,1617,1362,1151,617,628,583,483,338,149
477,477,기아 K9 3.3 GDI 이그제큐티브,기아,K9,K9 (12~14년),1710,3342,2014,쥐색,113962,자동,휘발유,대형차,0,후륜,0,0,국산차,6500,13.8,897,813,0,0,0,0,0,0,0,5603,4706,3809,2912,2015,1118,4713,3991,3367,2841,2392,2022,890,715,442,71,0,0
478,478,현대 더 뉴 i30 2.0 PYL,현대,i30,더 뉴 i30,1050,1999,2015,흰색,66569,자동,휘발유,준중형차,0,전륜,1,0,국산차,2240,7.1,159,891,732,573,414,255,96,0,0,2081,1922,1763,1604,1445,1286,1624,1375,1160,979,824,697,457,547,603,625,621,589
484,484,BMW 2시리즈 액티브 투어러 (F45) 조이,BMW,2시리즈,2시리즈 액티브 투어러 1세대 (14년~현재),2180,1995,2018,청색,29970,자동,경유,준중형차,0,전륜,0,0,외제차,4190,10,419,1761,1342,923,504,85,0,0,0,3771,3352,2933,2514,2095,1676,3055,2535,2095,1726,1425,1177,716,817,838,788,670,499
488,488,혼다 시빅 1.5 터보 10세대,혼다,시빅,시빅 10세대,1780,1597,2018,흰색,40545,자동,휘발유,준중형차,0,전륜,0,0,외제차,3340,9.2,307,1473,1166,859,552,245,0,0,0,3033,2726,2419,2112,1805,1498,2435,2021,1670,1376,1136,939,598,705,749,736,669,559
492,492,포드 머스탱 2.3 에코 부스터 프리미엄 쿠페,포드,머스탱,머스탱 6세대,3930,2261,2020,검정색,16728,자동,휘발유,스포츠카,0,후륜,0,0,외제차,5370,7,376,3554,3178,2802,2426,2050,1674,1298,922,4994,4618,4242,3866,3490,3114,3915,3249,2685,2212,1826,1509,1079,1369,1557,1654,1664,1605
494,494,현대 싼타페 DM 디젤(e-VGT) 2.0 2WD 프리미엄,현대,싼타페,싼타페DM,1530,1995,2013,쥐색,66105,자동,경유,SUV,0,전륜,0,0,국산차,2970,9.4,279,1251,972,693,414,135,0,0,0,2691,2412,2133,1854,1575,1296,2153,1824,1538,1298,1093,924,538,588,595,556,482,372
496,496,쉐보레(GM대우) 캡티바 2WD LT,쉐보레,캡티바,캡티바,1300,1956,2016,흰색,62193,자동,경유,SUV,0,전륜,1,0,국산차,3100,8.2,254,1046,792,538,284,30,0,0,0,2846,2592,2338,2084,1830,1576,2248,1903,1606,1355,1141,964,598,689,732,729,689,612
502,502,도요타 캠리 (XV70) 2.5 하이브리드 XLE,도요타,캠리,캠리 8세대,3450,2487,2020,은색,27119,자동,하이브리드,중형차,0,전륜,0,0,외제차,4000,7.8,312,3138,2826,2514,2202,1890,1578,1266,954,3688,3376,3064,2752,2440,2128,2916,2420,2000,1648,1360,1124,772,956,1064,1104,1080,1004
506,506,벤츠 B-클래스 W246 B200 d,벤츠,B클래스,B클래스 2세대,1870,2143,2016,쥐색,92596,자동,경유,준중형차,0,전륜,0,0,외제차,4300,8.1,348,1522,1174,826,478,130,0,0,0,3952,3604,3256,2908,2560,2212,3135,2602,2150,1772,1462,1208,817,1002,1106,1136,1098,1004
507,507,링컨 노틸러스 201A,링컨,노틸러스,노틸러스,4350,2694,2020,자주색,40427,자동,휘발유,SUV,0,4륜,0,0,외제차,6500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
516,516,현대 벨로스터-N T-Gdi 2.0 N 퍼포먼스패키지,현대,벨로스터,벨로스터 N,2290,1998,2020,쥐색,78963,수동,휘발유,준중형차,0,전륜,0,0,국산차,3200,8.5,272,2018,1746,1474,1202,930,658,386,114,2928,2656,2384,2112,1840,1568,2320,1965,1658,1398,1178,995,608,691,726,714,662,573
517,517,쌍용 렉스턴 스포츠 디젤 2.2 4WD 노블레스,쌍용,렉스턴,렉스턴 스포츠,2190,2157,2018,검정색,56909,자동,경유,SUV,0,4륜,1,0,국산차,2800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
519,519,기아 포르테 1.6 GDI 디럭스 기본형,기아,포르테,포르테 (08~13년),390,1591,2013,흰색,85609,수동,휘발유,준중형차,0,전륜,0,0,국산차,1800,6.9,124,266,142,18,0,0,0,0,0,1676,1552,1428,1304,1180,1056,1305,1105,932,787,662,560,371,447,496,517,518,496
525,525,현대 벨로스터 PYL,현대,벨로스터,벨로스터,850,1591,2015,빨간색,86123,자동,휘발유,준중형차,0,전륜,0,0,국산차,2400,8.5,204,646,442,238,34,0,0,0,0,2196,1992,1788,1584,1380,1176,1740,1474,1243,1049,883,746,456,518,545,535,497,430
527,527,볼보 V40 크로스컨트리 D3,볼보,V40,V40 크로스컨트리,2790,1969,2019,흰색,43010,자동,경유,SUV,0,전륜,0,0,외제차,4610,10.6,489,2301,1812,1323,834,345,0,0,0,4121,3632,3143,2654,2165,1676,3361,2789,2305,1899,1567,1295,760,843,838,755,598,381
533,533,현대 코나 일렉트릭 프리미엄,현대,코나,코나 일렉트릭,2790,0,2019,쥐색,40057,자동,전기,SUV,0,전륜,1,0,국산차,4890,9,440,2350,1910,1470,1030,590,150,0,0,4450,4010,3570,3130,2690,2250,3545,3002,2533,2137,1800,1521,905,1008,1037,993,890,729
551,551,닛산 큐브 1.8 S Z12,닛산,큐브,큐브 3세대,650,1798,2011,갈색,117835,자동,휘발유,소형차,0,전륜,1,0,외제차,2400,6.4,154,496,342,188,34,0,0,0,0,2246,2092,1938,1784,1630,1476,1750,1452,1200,989,816,674,496,640,738,795,814,802
557,557,벤츠 GLA-클래스 H247 가솔린 4WD GLA250 4MATIC,벤츠,GLA클래스,GLA클래스 2세대,4890,1991,2020,검정색,26532,자동,휘발유,SUV,0,후륜,1,0,외제차,5700,9.9,564,4326,3762,3198,2634,2070,1506,942,378,5136,4572,4008,3444,2880,2316,4155,3449,2850,2348,1938,1602,981,1123,1158,1096,942,714
561,561,기아 뉴모닝 SLX 고급형 블랙프리미엄,기아,모닝,뉴모닝 (08~11년),380,999,2010,빨간색,59131,자동,휘발유,경차,0,전륜,0,0,국산차,1000,6.8,68,312,244,176,108,40,0,0,0,932,864,796,728,660,592,725,614,518,437,368,311,207,250,278,291,292,281
567,567,현대 더 뉴 제네시스 쿠페 200 터보 S,현대,제네시스,더 뉴 제네시스 쿠페,1560,1998,2015,검정색,46257,자동,휘발유,스포츠카,0,후륜,1,0,국산차,3400,13.6,462,1098,636,174,0,0,0,0,0,2938,2476,2014,1552,1090,628,2465,2088,1761,1486,1251,1057,473,388,253,66,0,0
577,577,쌍용 베리 뉴 티볼리 1.6 디젤 2WD V5,쌍용,티볼리,베리 뉴 티볼리,1830,1597,2020,쥐색,46278,자동,경유,SUV,0,전륜,0,0,국산차,2300,7.9,182,1648,1466,1284,1102,920,738,556,374,2118,1936,1754,1572,1390,1208,1668,1412,1191,1005,846,715,450,524,563,567,544,493
583,583,BMW X5 (F15) xDrive 40d M 스포츠,BMW,X5,X5 3세대 (13~18년),5590,2993,2017,흰색,62797,자동,경유,SUV,0,4륜,0,0,외제차,10500,9.3,977,4613,3636,2659,1682,705,0,0,0,9523,8546,7569,6592,5615,4638,7655,6353,5250,4326,3570,2951,1868,2193,2319,2266,2045,1687
586,586,BMW X3 (G01) xDrive 20d M 스포츠,BMW,X3,X3 3세대 (17년~현재),5100,1991,2018,쥐색,32609,자동,경유,SUV,0,4륜,1,0,외제차,7500,9.1,683,4417,3734,3051,2368,1685,1002,319,0,6817,6134,5451,4768,4085,3402,5468,4538,3750,3090,2550,2108,1349,1596,1701,1678,1535,1294
592,592,현대 YF 쏘나타 CVVL 프리미어,현대,쏘나타,YF쏘나타,920,1999,2012,진주색,76762,자동,휘발유,중형차,0,전륜,0,0,국산차,2600,8.7,226,694,468,242,16,0,0,0,0,2374,2148,1922,1696,1470,1244,1885,1596,1347,1136,957,809,489,552,575,560,513,435
596,596,쌍용 렉스턴 스포츠 칸 디젤 2.2 4WD (다이내믹 5링크) 다이나믹 에디션,쌍용,렉스턴,더 뉴 렉스턴 스포츠 칸,3100,2157,2021,쥐색,21000,자동,경유,SUV,0,4륜,0,0,국산차,3550,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
600,600,현대 더 뉴 맥스크루즈 디젤 2.2 2WD 익스클루시브,현대,크루즈,더 뉴 맥스크루즈,2150,2199,2018,청색,46515,자동,경유,SUV,0,전륜,0,0,국산차,3800,8.1,308,1842,1534,1226,918,610,302,0,0,3492,3184,2876,2568,2260,1952,2755,2333,1968,1661,1398,1182,737,851,908,907,862,770
623,623,현대 더 뉴 싼타페 하이브리드 가솔린 터보 1.6 2WD 캘리그래피,현대,싼타페,더 뉴 싼타페 하이브리드,4250,1598,2022,쥐색,7045,자동,하이브리드,SUV,0,전륜,0,0,국산차,4000,9.4,376,3874,3498,3122,2746,2370,1994,1618,1242,3624,3248,2872,2496,2120,1744,2900,2456,2072,1748,1472,1244,724,792,800,748,648,500
630,630,현대 i30 (PD) 1.6 터보 N Line,현대,i30,i30 PD,2400,1591,2020,청색,18366,자동,휘발유,준중형차,0,전륜,0,0,국산차,2379,7.1,169,2231,2062,1893,1724,1555,1386,1217,1048,2210,2041,1872,1703,1534,1365,1725,1461,1232,1040,875,740,485,580,640,663,659,625
640,640,테슬라 모델 3 롱 레인지,테슬라,모델 3,모델 3,6750,0,2021,흰색,4297,자동,전기,준중형차,0,4륜,0,0,외제차,6469,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
643,643,지프 그랜드 체로키 3.0 디젤 오버랜드서밋 WK2,지프,체로키,체로키 5세대,3230,2987,2016,검정색,74362,자동,경유,SUV,0,4륜,1,0,외제차,4930,10,493,2737,2244,1751,1258,765,272,0,0,4437,3944,3451,2958,2465,1972,3594,2983,2465,2031,1676,1385,843,961,986,927,789,587
646,646,폭스바겐 골프 7세대 2.0 TDI,폭스바겐,골프,골프 7세대,1420,1968,2016,쥐색,102211,자동,경유,준중형차,0,전륜,0,0,외제차,4000,8.2,328,1092,764,436,108,0,0,0,0,3672,3344,3016,2688,2360,2032,2916,2420,2000,1648,1360,1124,756,924,1016,1040,1000,908
647,647,폭스바겐 뉴 CC 2.0 TSI,폭스바겐,CC,뉴 CC,1670,1984,2016,은색,42216,자동,휘발유,중형차,0,전륜,0,0,외제차,4590,8.8,404,1266,862,458,54,0,0,0,0,4186,3782,3378,2974,2570,2166,3346,2777,2295,1891,1561,1290,840,1005,1083,1083,1009,876
655,655,혼다 파일럿 3세대 3.5,혼다,파일럿,파일럿 3세대,3050,3471,2018,흰색,42609,자동,휘발유,SUV,0,4륜,1,0,외제차,5950,10.1,601,2449,1848,1247,646,45,0,0,0,5349,4748,4147,3546,2945,2344,4338,3600,2975,2451,2023,1672,1011,1148,1172,1095,922,672
667,667,BMW 1시리즈 (F40) 가솔린 2WD 120i M 스포츠,BMW,1시리즈,1시리즈 3세대 (20년~현재),3880,1998,2021,검정색,7118,자동,휘발유,소형차,0,전륜,0,0,외제차,4200,9.7,407,3473,3066,2659,2252,1845,1438,1031,624,3793,3386,2979,2572,2165,1758,3062,2541,2100,1730,1428,1180,731,845,879,842,737,578
674,674,현대 베라크루즈 디젤 4WD 300VXL 세부등급 없음,현대,크루즈,베라크루즈,1590,2959,2014,은색,146994,자동,경유,SUV,0,4륜,0,0,국산차,3850,8.1,312,1278,966,654,342,30,0,0,0,3538,3226,2914,2602,2290,1978,2791,2364,1994,1682,1417,1197,747,862,920,920,873,781
682,682,르노삼성 뉴SM5(신형) LPLI SE,르노삼성,SM5,뉴 SM5 (신형),570,1998,2012,흰색,84181,자동,LPG,중형차,0,전륜,1,0,국산차,2500,8.9,223,347,124,0,0,0,0,0,0,2277,2054,1831,1608,1385,1162,1813,1535,1295,1093,920,778,464,519,536,515,465,384
713,713,현대 i30 1.6 VVT 프리미어 기본형,현대,i30,i30,620,1591,2009,흰색,74229,자동,휘발유,준중형차,0,전륜,0,0,국산차,2200,7.1,156,464,308,152,0,0,0,0,0,2044,1888,1732,1576,1420,1264,1595,1351,1140,961,810,684,449,537,592,615,610,580
732,732,렉서스 뉴 ES300h 슈프림 XV60,렉서스,ES,ES 6세대,2850,2494,2015,은색,28212,자동,하이브리드,중형차,0,전륜,0,0,외제차,6000,8.5,510,2340,1830,1320,810,300,0,0,0,5490,4980,4470,3960,3450,2940,4374,3630,3000,2472,2040,1686,1116,1350,1470,1488,1410,1254
733,733,미니 쿠퍼 컨트리맨(2세대) 기본형,미니,컨트리맨,쿠퍼 컨트리맨 2세대,2940,1499,2018,흰색,25754,자동,휘발유,SUV,0,전륜,0,0,외제차,5200,9.7,504,2436,1932,1428,924,420,0,0,0,4696,4192,3688,3184,2680,2176,3791,3146,2600,2142,1768,1461,905,1046,1088,1042,912,715
737,737,BMW X3 (F25) xDrive 20d M 스포츠,BMW,X3,X3 2세대 (11~17년),2590,1995,2013,흰색,76086,자동,경유,SUV,0,4륜,0,0,외제차,6850,9.1,623,1967,1344,721,98,0,0,0,0,6227,5604,4981,4358,3735,3112,4994,4144,3425,2822,2329,1925,1233,1460,1556,1536,1406,1187
738,738,기아 K5 3세대 하이브리드 노블레스,기아,K5,K5 하이브리드 (19년~현재),3190,1999,2021,쥐색,11598,자동,하이브리드,중형차,0,전륜,0,0,국산차,3300,9.8,323,2867,2544,2221,1898,1575,1252,929,606,2977,2654,2331,2008,1685,1362,2393,2026,1709,1442,1214,1026,584,628,622,566,471,336
739,739,푸조 207GT 1.6 1세대,푸조,207,207,590,1598,2011,흰색,91075,자동,휘발유,소형차,0,전륜,0,0,외제차,3410,7.6,259,331,72,0,0,0,0,0,0,3151,2892,2633,2374,2115,1856,2486,2063,1705,1405,1159,958,665,829,928,969,956,898
740,740,현대 투싼 하이브리드 (4세대) 프리미엄,현대,투싼,디 올 뉴 투싼 하이브리드,3430,1598,2021,흰색,18396,자동,하이브리드,SUV,0,전륜,0,0,국산차,3200,8.8,282,3148,2866,2584,2302,2020,1738,1456,1174,2918,2636,2354,2072,1790,1508,2320,1965,1658,1398,1178,995,598,671,696,674,612,513
747,747,인피니티 Q50 2.2d 프리미엄,인피니티,Q50,Q50,1390,2143,2015,쥐색,93035,자동,경유,중형차,0,후륜,0,0,외제차,4200,9.4,395,995,600,205,0,0,0,0,0,3805,3410,3015,2620,2225,1830,3062,2541,2100,1730,1428,1180,743,869,915,890,797,650
756,756,벤츠 G-클래스 W463 G350 블루텍,벤츠,G클래스,G클래스 2세대,7900,2987,2013,검정색,110872,자동,경유,SUV,0,4륜,0,0,외제차,21650,7.1,1537,6363,4826,3289,1752,215,0,0,0,20113,18576,17039,15502,13965,12428,15783,13098,10825,8920,7361,6084,4330,5478,6214,6582,6604,6344
762,762,포르쉐 마칸 3.0 S 디젤 95B,포르쉐,마칸,마칸,5850,2967,2015,쥐색,88034,자동,경유,SUV,0,4륜,0,0,외제차,11450,7.5,859,4991,4132,3273,2414,1555,696,0,0,10591,9732,8873,8014,7155,6296,8347,6927,5725,4717,3893,3217,2244,2805,3148,3297,3262,3079
764,764,인피니티 G37 세단 S V36,인피니티,G37,G37,890,3696,2010,쥐색,80196,자동,휘발유,중형차,0,후륜,0,0,외제차,5000,6.8,340,550,210,0,0,0,0,0,0,4660,4320,3980,3640,3300,2960,3645,3025,2500,2060,1700,1405,1015,1295,1480,1580,1600,1555
780,780,기아 쏘렌토 4세대 디젤 2.2 2WD 시그니처,기아,쏘렌토,쏘렌토 4세대 (20년~현재),3990,2151,2021,쥐색,27265,자동,경유,SUV,0,전륜,0,0,국산차,4000,9.1,364,3626,3262,2898,2534,2170,1806,1442,1078,3636,3272,2908,2544,2180,1816,2900,2456,2072,1748,1472,1244,736,816,836,796,708,572
788,788,BMW 1시리즈 (F20) 118d 어반 팩1 5도어,BMW,1시리즈,1시리즈 2세대 (12~19년),1250,1995,2014,흰색,82402,자동,경유,소형차,0,후륜,0,0,외제차,4370,9.7,424,826,402,0,0,0,0,0,0,3946,3522,3098,2674,2250,1826,3186,2644,2185,1800,1486,1228,760,878,913,874,764,598
792,792,볼보 S60 D4 2세대,볼보,S60,S60 2세대,2750,1969,2018,흰색,25069,자동,경유,중형차,0,전륜,0,0,외제차,4510,9.9,446,2304,1858,1412,966,520,74,0,0,4064,3618,3172,2726,2280,1834,3288,2729,2255,1858,1533,1267,776,889,917,868,747,567
812,812,도요타 프리우스 C 1.5,도요타,프리우스,프리우스 4세대,1690,1497,2018,노란색,29788,자동,하이브리드,소형차,0,전륜,0,0,외제차,3600,8.1,292,1398,1106,814,522,230,0,0,0,3308,3016,2724,2432,2140,1848,2624,2178,1800,1483,1224,1012,684,838,924,949,916,836
825,825,기아 더 뉴 K9 2세대 3.3 T-GDI AWD 베스트셀렉션Ⅱ,기아,K9,더 뉴 K9 (21년~현재),7370,3342,2022,흰색,8145,자동,휘발유,대형차,0,4륜,1,0,국산차,7500,13.8,1035,6335,5300,4265,3230,2195,1160,125,0,6465,5430,4395,3360,2325,1290,5438,4605,3885,3278,2760,2333,1027,825,510,82,0,0
849,849,현대 LF 쏘나타 하이브리드 2.0 HEV 모던 스페셜,현대,쏘나타,LF쏘나타 하이브리드,1650,1999,2017,은회색,89907,자동,하이브리드,중형차,0,전륜,1,0,국산차,3139,8.7,273,1377,1104,831,558,285,12,0,0,2866,2593,2320,2047,1774,1501,2276,1927,1626,1372,1155,976,590,666,694,675,619,525
862,862,현대 코나 N 가솔린 터보 2.0,현대,코나,코나 N,3460,1998,2022,흰색,2736,자동,휘발유,SUV,0,전륜,0,0,국산차,3418,9,308,3152,2844,2536,2228,1920,1612,1304,996,3110,2802,2494,2186,1878,1570,2478,2099,1771,1494,1258,1063,632,703,723,692,620,507
879,879,쉐보레(GM대우) 마티즈 크리에이티브 재즈 스타,쉐보레,마티즈,마티즈 크리에이티브,390,995,2011,분홍색,61417,자동,휘발유,경차,0,전륜,0,0,국산차,1100,6.2,68,322,254,186,118,50,0,0,0,1032,964,896,828,760,692,798,675,570,481,405,342,234,289,326,347,355,350
889,889,재규어 XF (X260) 20d 포트폴리오 AWD,재규어,XF,뉴 XF,3450,1999,2019,검정색,32847,자동,경유,중형차,0,4륜,0,0,외제차,7670,11.1,851,2599,1748,897,46,0,0,0,0,6819,5968,5117,4266,3415,2564,5591,4640,3835,3160,2608,2155,1228,1328,1282,1106,807,409
920,920,현대 쏘나타 더 브릴리언트 CVVL 어트랙션,현대,쏘나타,쏘나타 더 브릴리언트,1020,1999,2014,흰색,92495,자동,휘발유,중형차,0,전륜,0,0,국산차,2600,8.7,226,794,568,342,116,0,0,0,0,2374,2148,1922,1696,1470,1244,1885,1596,1347,1136,957,809,489,552,575,560,513,435
935,935,렉서스 뉴 GS350 이그제큐티브 L10,렉서스,GS,GS 4세대,1960,3456,2013,은색,109255,자동,휘발유,중형차,0,후륜,0,0,외제차,8000,8.4,672,1288,616,0,0,0,0,0,0,7328,6656,5984,5312,4640,3968,5832,4840,4000,3296,2720,2248,1496,1816,1984,2016,1920,1720
942,942,현대 아슬란 G330 프리미엄,현대,아슬란,아슬란,1930,3342,2015,흰색,50399,자동,휘발유,대형차,0,전륜,0,0,국산차,4200,9.7,407,1523,1116,709,302,0,0,0,0,3793,3386,2979,2572,2165,1758,3045,2579,2176,1835,1546,1306,748,807,803,737,619,452
943,943,르노삼성 QM5 네오 가솔린 2WD LE,르노삼성,QM5,QM5 네오,990,1998,2015,연금색,90122,자동,휘발유,SUV,0,전륜,0,0,국산차,3000,7.5,225,765,540,315,90,0,0,0,0,2775,2550,2325,2100,1875,1650,2175,1842,1554,1311,1104,933,600,708,771,789,771,717
944,944,현대 쏘나타 뉴 라이즈 하이브리드 모던,현대,쏘나타,쏘나타 뉴 라이즈 하이브리드,2040,1999,2018,쥐색,70636,자동,하이브리드,중형차,0,전륜,0,0,국산차,3000,8.7,261,1779,1518,1257,996,735,474,213,0,2739,2478,2217,1956,1695,1434,2175,1842,1554,1311,1104,933,564,636,663,645,591,501
962,962,폭스바겐 올 뉴 제타 1.4 가솔린 1.4 프레스티지,폭스바겐,제타,제타,2670,1395,2020,검정색,13082,자동,휘발유,준중형차,0,전륜,0,0,외제차,3300,9.6,317,2353,2036,1719,1402,1085,768,451,134,2983,2666,2349,2032,1715,1398,2406,1997,1650,1360,1122,927,577,669,699,672,593,471
973,973,폭스바겐 티구안 올스페이스 2.0 TDI 프레스티지,폭스바겐,티구안,티구안 올스페이스 2세대,2870,1968,2018,흰색,98818,자동,경유,SUV,0,후륜,1,0,외제차,4600,9.2,423,2447,2024,1601,1178,755,332,0,0,4177,3754,3331,2908,2485,2062,3353,2783,2300,1895,1564,1293,824,971,1031,1013,921,769
975,975,푸조 5008 1.5 BlueHDi GT Line,푸조,5008,5008 2세대,3300,1499,2019,쥐색,31545,자동,경유,SUV,0,전륜,0,0,외제차,4472,11.1,496,2804,2308,1812,1316,820,324,0,0,3976,3480,2984,2488,1992,1496,3260,2706,2236,1842,1520,1257,716,774,748,646,472,239
993,993,쉐보레(GM대우) 올 뉴 크루즈 1.4 터보 LTZ 세부등급 없음,쉐보레,크루즈,올 뉴 크루즈,1180,1399,2017,쥐색,61823,자동,휘발유,준중형차,0,전륜,1,0,국산차,2300,8.1,186,994,808,622,436,250,64,0,0,2114,1928,1742,1556,1370,1184,1668,1412,1191,1005,846,715,446,516,551,551,524,469
1006,1006,기아 더 뉴 봉고III 트럭 LPi 카고 1톤 2WD 초장축 킹캡 GLS,기아,봉고,더 뉴 봉고3 (19년~현재),1630,2359,2022,흰색,9411,수동,LPG,화물차,0,후륜,0,0,국산차,2500,8.2,205,1425,1220,1015,810,605,400,195,0,2295,2090,1885,1680,1475,1270,1678,1493,1275,1065,893,745,617,597,610,615,582,525
1007,1007,기아 니로 EV 노블레스 세부등급 없음,기아,니로,니로 EV (18년~현재),3380,0,2020,흰색,67464,자동,전기,SUV,0,전륜,0,0,국산차,5000,13.3,665,2715,2050,1385,720,55,0,0,0,4335,3670,3005,2340,1675,1010,3625,3070,2590,2185,1840,1555,710,600,415,155,0,0
1024,1024,포드 뉴 레인저 디젤 2.0 와일드트랙,포드,레인저,레인저,4590,1996,2021,흰색,29807,자동,경유,SUV,0,4륜,0,0,외제차,6390,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1035,1035,현대 베뉴 1.6 플럭스,현대,베뉴,베뉴,2200,1598,2020,청색,9861,자동,휘발유,SUV,0,전륜,0,0,국산차,1900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1060,1060,BMW 6시리즈 (F12) 640d xDrive M 스포츠 그란쿠페,BMW,6시리즈,6시리즈 3세대 (11~18년),4100,2993,2016,흰색,96765,자동,경유,스포츠카,0,4륜,0,0,외제차,12000,9.1,1092,3008,1916,824,0,0,0,0,0,10908,9816,8724,7632,6540,5448,8748,7260,6000,4944,4080,3372,2160,2556,2724,2688,2460,2076
1068,1068,쌍용 뉴 스타일 코란도 C 2.2 익스트림 2WD,쌍용,코란도,뉴 스타일 코란도 C,1600,2157,2019,흰색,45844,자동,경유,SUV,0,전륜,0,0,국산차,2800,8.5,238,1362,1124,886,648,410,172,0,0,2562,2324,2086,1848,1610,1372,2030,1719,1450,1224,1030,871,532,605,636,624,580,501
1072,1072,현대 NF 쏘나타 트랜스폼 N20 트랜스폼 기본형,현대,쏘나타,NF쏘나타 트랜스폼,490,1998,2009,은색,60353,자동,휘발유,중형차,0,전륜,0,0,국산차,2400,8.7,209,281,72,0,0,0,0,0,0,2191,1982,1773,1564,1355,1146,1740,1474,1243,1049,883,746,451,508,530,515,472,400
1073,1073,렉서스 IS250 스타일에디션 XE20,렉서스,IS,IS 2세대,750,2500,2008,은색,168089,자동,휘발유,준중형차,0,후륜,0,0,외제차,6000,6.6,396,354,0,0,0,0,0,0,0,5604,5208,4812,4416,4020,3624,4374,3630,3000,2472,2040,1686,1230,1578,1812,1944,1980,1938
1095,1095,현대 뉴 투싼 ix 디젤(e-VGT) 2WD 스마트 스페셜,현대,투싼,뉴 투싼ix,980,1995,2014,쥐색,118222,자동,경유,SUV,0,전륜,1,0,국산차,2200,8.8,194,786,592,398,204,10,0,0,0,2006,1812,1618,1424,1230,1036,1595,1351,1140,961,810,684,411,461,478,463,420,352
1099,1099,르노삼성 트위지 라이프(2인승),르노삼성,트위지,트위지,350,0,2019,흰색,8459,자동,전기,경차,0,후륜,0,0,국산차,1500,25.6,384,0,0,0,0,0,0,0,0,1116,732,348,0,0,0,1088,921,777,656,552,467,28,0,0,0,0,0
1111,1111,기아 쏘울 부스터 1.6 T-GDI 노블레스,기아,쏘울,쏘울 부스터 (19년~현재),1950,1591,2019,흰색,23894,자동,휘발유,준중형차,0,전륜,0,0,국산차,2000,8.3,166,1784,1618,1452,1286,1120,954,788,622,1834,1668,1502,1336,1170,1004,1450,1228,1036,874,736,622,384,440,466,462,434,382
